,Gene,Chr,Pos,Strand,DistanceTSS,Strength,Condition
436,RED1,chr12,628281,+,-787,4.904711487559555,Ypd
437,YPT6,chr12,628281,-,-117,4.904711487559555,Ypd
438,TMA7,chr12,628281,-,639,4.904711487559555,Ypd
439,CAR1,chr16,348341,+,125,4.780635400907715,Ypd
440,SUP45,chr2,520133,-,-160,4.886892177589853,Ypd
441,RAT1,chr15,421701,-,-112,4.67992240543162,Ypd
442,YAR1,chr16,109044,+,905,4.743318204740293,Ypd
443,SUI3,chr16,109044,+,-153,4.743318204740293,Ypd
444,COS111,chr2,615962,+,-741,4.944535969247666,Ypd
445,SGO1,chr15,464414,+,-175,4.646944713870029,Ypd
446,HSP12,chr6,107249,+,-727,4.633558341369334,Ypd
447,MDJ1,chr6,107249,-,-201,4.633558341369334,Ypd
448,NCE102,chr16,837261,+,-610,4.733736762481089,Ypd
449,YPR148C,chr16,837261,-,-945,4.733736762481089,Ypd
450,ERG12,chr13,661487,+,-358,4.6434824902723735,Ypd
451,HFA1,chr13,661487,-,-88,4.6434824902723735,Ypd
452,GIS3,chr12,308582,-,-304,4.843832715722605,Ypd
453,CDA2,chr12,707281,+,-153,4.824245632609846,Ypd
454,YLR307C-A,chr12,707281,-,-550,4.824245632609846,Ypd
455,MET13,chr7,291086,+,607,4.751159196290573,Ypd
456,HRP1,chr15,87222,+,-187,4.240944240944241,Ypd
457,TRM11,chr15,87222,-,-506,4.240944240944241,Ypd
458,YNR014W,chr14,641631,+,-475,4.59757281553398,Ypd
459,PHO91,chr14,641631,-,-189,4.59757281553398,Ypd
460,SEC8,chr16,675670,+,-99,4.484679665738161,Ypd
461,NIP7,chr16,162043,+,-134,4.501408450704226,Ypd
462,PUS1,chr16,162043,-,-166,4.501408450704226,Ypd
463,SEC17,chr2,125218,+,-96,4.843492586490939,Ypd
464,PIN4,chr2,125218,-,-130,4.843492586490939,Ypd
465,RBG2,chr7,870001,+,-102,4.672333848531685,Ypd
466,YIP1,chr7,870001,-,-80,4.672333848531685,Ypd
467,GYP6,chr10,343114,-,-155,4.8276440962507,Ypd
468,CSR2,chr16,635678,+,-337,4.56732223903177,Ypd
469,APL4,chr16,635678,-,-517,4.56732223903177,Ypd
470,OCA4,chr3,303334,-,-100,4.748633879781421,Ypd
471,GAT1,chr6,96139,+,-694,4.459498553519769,Ypd
472,FRS2,chr6,96139,-,-265,4.459498553519769,Ypd
473,AIM14,chr7,218740,+,-198,4.5960844925296245,Ypd
474,YIP5,chr7,218740,-,-75,4.5960844925296245,Ypd
475,RGI1,chr5,293310,+,838,4.414155906264945,Ypd
476,MOT2,chr5,293310,+,-131,4.414155906264945,Ypd
477,DST1,chr7,435252,+,-111,4.4935451837140015,Ypd
478,RNA15,chr7,435252,-,-89,4.4935451837140015,Ypd
479,NET1,chr10,278335,+,-113,4.72299944040291,Ypd
480,UBS1,chr2,556382,+,-108,4.673256452498627,Ypd
481,ARL1,chr2,556382,-,-117,4.673256452498627,Ypd
482,STE5,chr4,637429,+,-670,4.598933333333333,Ypd
483,ARX1,chr4,637429,-,-134,4.598933333333333,Ypd
484,RKM4,chr4,951163,-,-112,4.586666666666667,Ypd
485,CDC42,chr12,565053,-,-243,4.556379036527264,Ypd
486,PRT1,chr15,1011945,-,-116,4.364209505334626,Ypd
487,VPS68,chr15,77360,+,-116,4.348205625606208,Ypd
488,HST4,chr4,821810,+,-132,4.5338666666666665,Ypd
489,RVB1,chr4,821810,-,-105,4.5338666666666665,Ypd
490,VPS30,chr16,330264,+,-109,4.417549167927382,Ypd
491,LSM4,chr5,387102,+,-745,4.267814442850311,Ypd
492,SWI4,chr5,387102,-,-202,4.267814442850311,Ypd
493,TOM1,chr4,1348749,+,-116,4.461333333333333,Ypd
494,CDC42,chr12,564929,-,-119,4.432503970354684,Ypd
495,SEC59,chr13,279720,-,-165,3.6134739707383465,Ypd
496,NHP2,chr4,87219,+,-125,4.437333333333333,Ypd
497,GLE1,chr4,87219,+,-868,4.437333333333333,Ypd
498,CWC2,chr4,87219,-,-91,4.437333333333333,Ypd
499,AAT2,chr12,183679,-,-517,3.6204529855868226,Ypd
500,OST4,chr4,38244,+,-108,4.365738307934839,Ypd
501,ATG40,chr15,612959,-,-149,3.348714953271028,Ypd
502,ARP2,chr4,398877,+,-100,4.384,Ypd
503,SAS3,chr2,122495,-,-85,4.42613948380011,Ypd
504,NAB3,chr16,196667,-,-102,4.241048915784165,Ypd
505,PAN3,chr11,398386,-,-87,4.240731335703402,Ypd
506,MIN9,chr11,398386,-,812,4.240731335703402,Ypd
507,URA6,chr11,398386,-,965,4.240731335703402,Ypd
508,MYO1,chr8,147934,+,-199,4.586602293301147,Ypd
509,TAM41,chr7,608243,+,-97,4.245234415249871,Ypd
510,RME1,chr7,608243,-,-712,4.245234415249871,Ypd
511,RSC3,chr4,1051193,-,-292,4.314666666666667,Ypd
512,CPR5,chr4,1051193,-,796,4.314666666666667,Ypd
513,STM1,chr12,419106,+,-327,4.298570672313393,Ypd
514,YLR149C,chr12,419106,-,-189,4.298570672313393,Ypd
515,TDA1,chr13,828663,+,-758,4.105058365758755,Ypd
516,HAS1,chr13,828663,-,-178,4.105058365758755,Ypd
517,GLK1,chr3,50860,+,471,3.6475009394964295,Ypd
518,SKP1,chr4,1105569,-,-92,4.272,Ypd
519,CIS3,chr10,112305,-,-546,3.76973148901546,Ypd
520,PPH22,chr4,125249,-,-207,4.109792284866469,Ypd
521,HEM1,chr4,906621,+,-152,4.165142276422764,Ypd
522,COX20,chr4,906621,-,-114,4.165142276422764,Ypd
523,MRP4,chr8,89510,+,-526,4.263754045307444,Ypd
524,STE20,chr8,89510,-,-540,4.263754045307444,Ypd
525,SHU1,chr8,89510,-,245,4.263754045307444,Ypd
526,SLA2,chr14,177602,+,-301,4.053398058252427,Ypd
527,SUI1,chr14,177602,-,-159,4.053398058252427,Ypd
528,YSY6,chr2,553256,+,312,4.287204832509611,Ypd
529,EXO5,chr2,553256,+,-95,4.287204832509611,Ypd
530,TOS1,chr2,553256,-,-820,4.287204832509611,Ypd
531,KTI12,chr11,235476,-,787,4.128999492127984,Ypd
532,TAT2,chr15,279533,+,-466,4.008729388942775,Ypd
533,DIS3,chr15,279533,-,-102,4.008729388942775,Ypd
534,BDF2,chr4,330313,+,-392,4.1648,Ypd
535,YET3,chr4,330313,-,-99,4.1648,Ypd
536,PET111,chr13,759447,-,-91,3.9883268482490273,Ypd
537,GRX5,chr16,452555,+,-116,3.6636880584890337,Ypd
538,THI4,chr7,805070,+,913,4.0649149922720245,Ypd
539,ENP2,chr7,805070,+,-95,4.0649149922720245,Ypd
540,LEE1,chr16,463257,+,-554,3.9793242561775086,Ypd
541,LGE1,chr16,463257,-,-111,3.9793242561775086,Ypd
542,YRB1,chr4,453584,+,904,4.0832,Ypd
543,RCR2,chr4,453584,+,-157,4.0832,Ypd
544,YCH1,chr7,931354,+,-154,3.99390243902439,Ypd
545,ADE3,chr7,931354,+,-831,3.99390243902439,Ypd
546,PCT1,chr7,931354,-,-310,3.99390243902439,Ypd
547,URE2,chr14,210437,-,-115,3.9029126213592233,Ypd
548,PEX4,chr7,780079,+,-300,3.994332818134982,Ypd
549,CAF130,chr7,780079,+,-992,3.994332818134982,Ypd
550,PHB1,chr7,780079,-,-132,3.994332818134982,Ypd
551,LUG1,chr12,790326,+,-103,4.033880359978824,Ypd
552,NIT3,chr12,790326,-,-452,4.033880359978824,Ypd
553,SPT20,chr15,47663,-,-99,3.860329776915616,Ypd
554,PEX11,chr15,47663,-,948,3.860329776915616,Ypd
555,SRX1,chr11,284091,+,-126,3.9156932453021835,Ypd
556,MDH1,chr11,284091,+,-957,3.9156932453021835,Ypd
557,YOR1,chr7,1078096,+,-789,3.9356002060793407,Ypd
558,PXR1,chr7,1078096,-,-100,3.9356002060793407,Ypd
559,SKI6,chr7,914946,+,-112,3.9206594538897477,Ypd
560,XKS1,chr7,914946,-,-818,3.9206594538897477,Ypd
561,MRPL22,chr14,294644,-,-97,3.6754700089525514,Ypd
562,DEF1,chr11,345633,-,-765,3.785610816030903,Ypd
563,MDM35,chr11,345633,-,-100,3.785610816030903,Ypd
564,ASK1,chr11,345633,-,952,3.785610816030903,Ypd
565,ERG25,chr7,633467,+,-609,3.8727460072127773,Ypd
566,YPL225W,chr16,134606,+,-102,3.7905604719764012,Ypd
567,NUP120,chr11,340197,-,-174,3.769720725134738,Ypd
568,TMA19,chr11,340197,-,781,3.769720725134738,Ypd
569,RPL36A,chr13,629484,+,960,3.481512255920233,Ypd
570,CMC4,chr13,629484,-,819,3.481512255920233,Ypd
571,WHI3,chr14,259988,-,-153,3.70873786407767,Ypd
572,ERV29,chr7,1088000,-,-144,3.8021638330757344,Ypd
573,STH1,chr9,112102,+,-118,3.7180746561886053,Ypd
574,RRT14,chr9,112102,-,-146,3.7180746561886053,Ypd
575,RAS1,chr15,514693,+,-376,3.691076624636276,Ypd
576,CRC1,chr15,514693,-,-488,3.691076624636276,Ypd
577,MPC3,chr7,1003194,+,-315,3.7892838742916024,Ypd
578,YAP1802,chr7,1003194,-,-205,3.7892838742916024,Ypd
579,MAK21,chr4,556679,+,-114,3.8506666666666667,Ypd
580,UBC5,chr4,556679,-,-670,3.8506666666666667,Ypd
581,TAF12,chr4,725981,+,-106,3.8453333333333335,Ypd
582,MKC7,chr4,725981,-,-325,3.8453333333333335,Ypd
583,YHR127W,chr8,361135,+,-127,4.040072859744991,Ypd
584,ANS1,chr8,361135,-,-526,4.040072859744991,Ypd
585,SOG2,chr15,995215,-,-86,3.637730358874879,Ypd
586,KAR9,chr16,41641,+,-104,3.6989409984871404,Ypd
587,CUP2,chr7,209419,+,-103,3.7351880473982484,Ypd
588,PMR1,chr7,209419,-,-103,3.7351880473982484,Ypd
589,NHP6B,chr2,417243,-,-722,3.7872340425531914,Ypd
590,TIM12,chr2,417243,-,-96,3.7872340425531914,Ypd
591,UBC8,chr5,132001,+,-589,3.6059301769488283,Ypd
592,SFM1,chr15,373387,-,-144,3.6323957322987392,Ypd
593,SWD3,chr2,570023,+,-112,3.8110928061504667,Ypd
594,SMY2,chr2,570023,-,-826,3.8110928061504667,Ypd
595,UMP1,chr2,570023,-,-99,3.8110928061504667,Ypd
596,BNR1,chr9,35974,+,-111,3.614440078585462,Ypd
597,POT1,chr9,35974,-,-206,3.614440078585462,Ypd
598,UCC1,chr12,545932,+,-209,3.7257808364213867,Ypd
599,IFH1,chr12,545932,-,-285,3.7257808364213867,Ypd
600,COX13,chr7,162729,+,-541,3.6723338485316845,Ypd
601,PEX4,chr7,780972,+,593,3.66306027820711,Ypd
602,CAF130,chr7,780972,+,-99,3.66306027820711,Ypd
603,MOB1,chr9,160473,+,-132,3.5697445972495085,Ypd
604,PFK26,chr9,160473,-,-270,3.5697445972495085,Ypd
605,LSM1,chr10,176666,-,-105,3.764969222160045,Ypd
606,PST2,chr4,504635,-,-223,3.6693333333333333,Ypd
607,HUG1,chr13,153004,+,-216,3.49377990430622,Ypd
608,SML1,chr13,153004,+,-845,3.49377990430622,Ypd
609,NTE1,chr13,153004,-,-161,3.49377990430622,Ypd
610,HLR1,chr4,1472485,+,-958,3.5140367860600197,Ypd
611,ECM38,chr12,685077,+,-426,3.6410799364743247,Ypd
612,YHC1,chr12,685077,-,-102,3.6410799364743247,Ypd
613,PHO90,chr10,49053,+,-551,3.721320649132625,Ypd
614,MBB1,chr10,49053,-,-117,3.721320649132625,Ypd
615,TPO3,chr16,848645,-,-457,3.53656076651538,Ypd
616,YNR014W,chr14,641697,+,-409,3.4800970873786405,Ypd
617,PHO91,chr14,641697,-,-255,3.4800970873786405,Ypd
618,YDL086W,chr4,300811,+,-301,3.599473684210526,Ypd
619,LUC7,chr4,300811,-,-92,3.599473684210526,Ypd
620,ADE12,chr14,223778,+,-448,3.4601941747572815,Ypd
621,POP1,chr14,223778,-,-97,3.4601941747572815,Ypd
622,PKH2,chr15,122421,+,-588,3.4432589718719693,Ypd
623,IZH4,chr15,122421,-,-448,3.4432589718719693,Ypd
624,VPS62,chr7,793876,+,-126,3.5146831530139107,Ypd
625,DRS1,chr12,116458,+,-122,3.2769367764915405,Ypd
626,PSR1,chr12,116458,-,-717,3.2769367764915405,Ypd
627,COX17,chr12,116458,-,-111,3.2769367764915405,Ypd
628,UBI4,chr12,50396,-,-176,3.269827204253434,Ypd
629,DAT1,chr13,38252,+,-309,3.390077821011673,Ypd
630,TAF8,chr13,38252,-,-94,3.390077821011673,Ypd
631,IXR1,chr11,388964,-,-994,3.444895886236668,Ypd
632,VMA3,chr5,101478,+,-141,2.8998009289980096,Ypd
633,SRL1,chr15,791313,+,-461,3.3729388942774006,Ypd
634,ENV9,chr15,791313,-,-129,3.3729388942774006,Ypd
635,CDC53,chr4,223604,+,-120,3.4839050131926124,Ypd
636,ARF3,chr15,502510,+,-86,3.3564500484966056,Ypd
637,CMR2,chr15,502510,-,-130,3.3564500484966056,Ypd
638,MIX17,chr13,255743,+,839,3.3511673151750974,Ypd
639,AIM34,chr13,255743,+,-95,3.3511673151750974,Ypd
640,MVP1,chr13,255743,+,-975,3.3511673151750974,Ypd
641,YPK9,chr15,854841,+,-519,3.345780795344326,Ypd
642,SNF2,chr15,854841,-,-132,3.345780795344326,Ypd
643,NAM8,chr8,278254,+,-108,3.6725935009196813,Ypd
644,GPA2,chr5,195635,+,-357,3.2510578279266573,Ypd
645,SBH2,chr5,195635,-,-152,3.2510578279266573,Ypd
646,SNF1,chr4,1391166,+,-115,3.4186666666666667,Ypd
647,YDR476C,chr4,1391166,-,-832,3.4186666666666667,Ypd
648,PDS5,chr13,391715,-,-402,3.2684824902723735,Ypd
649,DSD1,chr7,147876,+,-450,3.3436373003606388,Ypd
650,FRT2,chr1,81885,+,-193,3.703534031413612,Ypd
651,MYO4,chr1,81885,-,-137,3.703534031413612,Ypd
652,GCD11,chr5,205960,+,-115,3.2309899569583935,Ypd
653,GOT1,chr13,831522,+,-115,3.249513618677043,Ypd
654,YJL107C,chr10,203750,-,-393,3.4415221040850588,Ypd
655,ECM2,chr2,359471,-,-117,3.4030752333882486,Ypd
656,NRG2,chr2,359471,-,918,3.4030752333882486,Ypd
657,RPN3,chr5,197656,+,-144,3.1695075757575757,Ypd
658,YMR206W,chr13,652750,+,-388,3.195525291828794,Ypd
659,PFK2,chr13,652750,-,-527,3.195525291828794,Ypd
660,IES5,chr5,343517,+,-96,3.1420373027259685,Ypd
661,MET6,chr5,343517,-,-484,3.1420373027259685,Ypd
662,YPQ1,chr15,138060,+,-93,3.1474296799224057,Ypd
663,LOC1,chr6,151654,+,807,3.1147540983606556,Ypd
664,NIC96,chr6,151654,+,-122,3.1147540983606556,Ypd
665,RBL2,chr15,814649,+,-102,3.10717749757517,Ypd
666,PNT1,chr15,814649,+,-619,3.10717749757517,Ypd
667,BLM10,chr6,123957,+,-132,3.0978784956605594,Ypd
668,VMA8,chr5,59217,+,-91,3.0803443328550935,Ypd
669,RAD51,chr5,350563,+,-168,3.0769966523194645,Ypd
670,PUP3,chr5,350563,-,-321,3.0769966523194645,Ypd
671,YKR075C,chr11,586232,-,510,3.148806500761808,Ypd
672,YBR096W,chr2,423593,+,-118,3.242723778143877,Ypd
673,RXT2,chr2,423593,-,-83,3.242723778143877,Ypd
674,DAS1,chr10,125989,+,-95,2.9250744997871436,Ypd
675,SNA3,chr10,125989,-,-424,2.9250744997871436,Ypd
676,ECM29,chr8,36689,+,-253,3.112437810945274,Ypd
677,GOS1,chr8,36689,-,-296,3.112437810945274,Ypd
678,SAM35,chr8,272963,+,-91,3.3758348512446874,Ypd
679,PMT6,chr7,923629,+,-114,3.153013910355487,Ypd
680,ARO8,chr7,134079,+,-377,3.132405976300876,Ypd
681,NDE2,chr4,302540,+,-324,3.104492680464412,Ypd
682,YDL085C-A,chr4,302540,-,-107,3.104492680464412,Ypd
683,TOD6,chr2,117244,+,-499,3.1971444261394844,Ypd
684,YBL055C,chr2,117244,-,-146,3.1971444261394844,Ypd
685,RTS2,chr15,471633,+,-114,3.024733268671193,Ypd
686,BUD21,chr15,471633,+,-940,3.024733268671193,Ypd
687,SKI7,chr15,471633,-,-90,3.024733268671193,Ypd
688,PIB1,chr4,1069652,-,-161,3.126933333333333,Ypd
689,CMI7,chr9,344421,+,-78,3.020628683693517,Ypd
690,FBA1,chr11,333289,-,244,2.833821682712432,Ypd
691,PSK1,chr1,108983,+,-87,3.2822085889570554,Ypd
692,FAS1,chr11,106327,+,-472,3.0359858084135833,Ypd
693,DUT1,chr2,716617,+,454,3.113673805601318,Ypd
694,SRB6,chr2,716617,+,-162,3.113673805601318,Ypd
695,RAD16,chr2,454315,+,-611,3.0950027457440967,Ypd
696,CYC8,chr2,454315,-,-577,3.0950027457440967,Ypd
697,GEA2,chr5,112127,+,-141,2.931611669057867,Ypd
698,YEL023C,chr5,112127,-,-101,2.931611669057867,Ypd
699,BFR2,chr4,1038867,+,-103,3.050666666666667,Ypd
700,ATP5,chr4,1038867,-,-532,3.050666666666667,Ypd
701,STP2,chr8,108164,+,-176,3.0402173913043478,Ypd
702,TIF6,chr16,601043,-,287,2.951084215834594,Ypd
703,ILS1,chr2,84725,-,-145,2.932405566600398,Ypd
704,MNL1,chr8,506526,+,-96,3.187614960147149,Ypd
705,RPS4B,chr8,506526,-,-607,3.187614960147149,Ypd
706,SCW10,chr13,857871,-,-633,2.9036964980544746,Ypd
707,CDC60,chr16,254881,+,-551,2.9420070600100856,Ypd
708,BEM4,chr16,254881,-,-76,2.9420070600100856,Ypd
709,YML082W,chr13,96212,+,-107,2.8842412451361867,Ypd
710,YML083C,chr13,96212,-,-606,2.8842412451361867,Ypd
711,PUB1,chr14,592132,+,-432,2.8640776699029127,Ypd
712,HSH49,chr15,906980,+,-136,2.8608147429679924,Ypd
713,CUL3,chr7,517894,+,-107,2.9263266357547657,Ypd
714,SWC4,chr7,517894,-,-99,2.9263266357547657,Ypd
715,PMA2,chr16,490353,+,-579,2.897629853756934,Ypd
716,EGD1,chr16,490353,-,-198,2.897629853756934,Ypd
717,DAD1,chr4,478542,-,-84,2.96,Ypd
718,MCA1,chr15,711311,+,-99,2.84529582929195,Ypd
719,LIP5,chr15,711311,-,-110,2.84529582929195,Ypd
720,PPE1,chr8,250215,-,-86,3.118332311465359,Ypd
721,VMA3,chr5,102563,+,944,2.4475524475524475,Ypd
722,SNU13,chr5,102563,+,-204,2.4475524475524475,Ypd
723,OLE1,chr7,415821,+,-657,2.858539094650206,Ypd
724,SDS23,chr7,415821,-,-227,2.858539094650206,Ypd
725,IVY1,chr4,903650,+,-615,2.896,Ypd
726,PCF11,chr4,903650,-,445,2.896,Ypd
727,SIT4,chr4,369003,+,-245,2.8714666666666666,Ypd
728,HAP1,chr12,605711,+,-225,2.8586553732133404,Ypd
729,NDL1,chr12,605711,-,-832,2.8586553732133404,Ypd
730,CRM1,chr7,958387,+,-123,2.8243173621844413,Ypd
731,RPL29,chr6,226510,-,-703,2.7579556412729027,Ypd
732,QCR6,chr6,226510,-,379,2.7579556412729027,Ypd
733,YHR140W,chr8,381792,+,855,3.015328019619865,Ypd
734,TOR2,chr11,70156,-,-90,2.803453529710513,Ypd
735,RSC58,chr12,193650,+,-92,2.842244573848597,Ypd
736,DBP5,chr15,415952,-,-106,2.749757516973812,Ypd
737,DAL80,chr11,513737,+,973,2.782122905027933,Ypd
738,DID2,chr11,513737,+,-119,2.782122905027933,Ypd
739,KRE33,chr14,364951,+,-113,2.7315533980582525,Ypd
740,FYV6,chr14,364951,-,-405,2.7315533980582525,Ypd
741,BNI1,chr14,125727,-,-120,2.7233009708737863,Ypd
742,HCA4,chr10,366928,+,-129,2.6420198376916137,Ypd
743,SAP190,chr11,499698,+,-118,2.7572371762315893,Ypd
744,PWP1,chr12,503627,+,-107,2.7972472207517205,Ypd
745,NMT1,chr12,503627,-,-462,2.7972472207517205,Ypd
746,MRPL10,chr14,94759,-,-768,2.6941747572815533,Ypd
747,IBA57,chr10,644557,+,-118,2.777130757014293,Ypd
748,KAP104,chr2,263595,-,-136,2.811641954969797,Ypd
749,LST8,chr14,609625,+,-131,2.5313559322033896,Ypd
750,SIS1,chr14,609625,-,-234,2.5313559322033896,Ypd
751,BER1,chr12,901739,+,-123,2.7114875595553203,Ypd
752,SWR1,chr4,1114961,+,-199,2.718933333333333,Ypd
753,RQC1,chr4,1114961,-,-104,2.718933333333333,Ypd
754,ASN1,chr16,829705,+,-978,2.5236442516268984,Ypd
755,NOC4,chr16,829705,-,-130,2.5236442516268984,Ypd
756,TDH3,chr7,909885,-,246,2.2387155407452286,Ypd
757,CKS1,chr2,492407,+,-108,2.724327292696321,Ypd
758,MEC1,chr2,492407,+,-965,2.724327292696321,Ypd
759,HSL7,chr2,492407,-,-245,2.724327292696321,Ypd
760,PMT7,chr4,1054898,+,-327,2.6970666666666667,Ypd
761,YDR306C,chr4,1054898,-,-269,2.6970666666666667,Ypd
762,RPL33A,chr16,290029,+,-382,2.522163120567376,Ypd
763,MRT4,chr11,432068,+,-124,2.6348400203148805,Ypd
764,UFD4,chr11,432068,-,-92,2.6348400203148805,Ypd
765,MET18,chr9,107918,+,-100,2.600196463654224,Ypd
766,TAO3,chr9,107918,-,-285,2.600196463654224,Ypd
767,SPT7,chr2,395599,-,-580,2.701812191103789,Ypd
768,NYV1,chr12,306619,-,-128,2.6585494970884063,Ypd
769,TOM5,chr16,805523,+,-118,2.5920322743318205,Ypd
770,MSS18,chr16,805523,+,-619,2.5920322743318205,Ypd
771,SPN1,chr16,805523,-,-121,2.5920322743318205,Ypd
772,SFP1,chr12,884141,+,-245,2.6294335627316037,Ypd
773,DUS3,chr12,884141,-,-193,2.6294335627316037,Ypd
774,YPC1,chr2,583468,+,-322,2.6468973091707855,Ypd
775,MAK21,chr4,556169,+,-624,2.6133333333333333,Ypd
776,UBC5,chr4,556169,-,-160,2.6133333333333333,Ypd
777,PSY4,chr2,132569,+,-106,2.624931356397584,Ypd
778,EDE1,chr2,132569,-,-109,2.624931356397584,Ypd
779,TUB4,chr12,526276,-,-145,2.58284806776072,Ypd
780,TYW1,chr16,168423,+,-137,2.534543620776601,Ypd
781,YCR006C,chr3,129124,-,-986,2.601092896174863,Ypd
782,ECM4,chr11,587812,+,-404,2.522092432706958,Ypd
783,CSL4,chr14,204651,+,-154,2.4640776699029128,Ypd
784,CDC33,chr15,61187,-,-151,2.4500484966052376,Ypd
785,CBC2,chr16,220501,+,-106,2.4760463943519917,Ypd
786,YML119W,chr13,24968,+,-130,2.3833257816039874,Ypd
787,NDI1,chr13,24968,-,-527,2.3833257816039874,Ypd
788,RRD2,chr16,273356,+,-119,2.4710035300050426,Ypd
789,FOL2,chr7,1052463,-,-321,2.4811952601751677,Ypd
790,HUA1,chr7,1052463,-,481,2.4811952601751677,Ypd
791,YCR006C,chr3,128744,-,-606,2.530054644808743,Ypd
792,PUF6,chr4,1422755,-,-141,2.501333333333333,Ypd
793,YPS7,chr4,1154312,-,-647,2.4997333333333334,Ypd
794,MRP4,chr8,89486,+,-550,2.504582210242588,Ypd
795,STE20,chr8,89486,-,-516,2.504582210242588,Ypd
796,SHU1,chr8,89486,-,269,2.504582210242588,Ypd
797,ATP16,chr4,442140,+,-510,2.4524421593830334,Ypd
798,MED2,chr4,442140,-,-127,2.4524421593830334,Ypd
799,TOR1,chr10,554294,+,-95,2.5137101287073307,Ypd
800,ARP3,chr10,554294,-,-105,2.5137101287073307,Ypd
801,IMH1,chr12,711454,-,-110,2.4605611434621495,Ypd
802,ISC1,chr5,192961,+,-776,2.3677666188426594,Ypd
803,AFG3,chr5,192961,-,-201,2.3677666188426594,Ypd
804,SPC25,chr5,192961,-,609,2.3677666188426594,Ypd
805,FLC3,chr7,263390,+,-116,2.4162802679031428,Ypd
806,AIR2,chr4,145488,-,-107,2.4384,Ypd
807,TPI1,chr4,543095,-,-365,2.235872235872236,Ypd
808,SGO1,chr15,464471,+,-118,2.355965082444229,Ypd
809,NDC80,chr9,71736,+,-539,2.357563850687623,Ypd
810,PAN6,chr9,71736,-,-105,2.357563850687623,Ypd
811,NOP16,chr5,157522,+,-134,2.327116212338594,Ypd
812,RNR1,chr5,299007,+,-384,2.3266379722620756,Ypd
813,PSR1,chr12,114870,-,871,2.2755694506476103,Ypd
814,EAF1,chr4,1174355,-,204,2.4053333333333335,Ypd
815,OAF3,chr11,568323,+,-83,2.351447435246318,Ypd
816,LAS1,chr11,568323,-,-117,2.351447435246318,Ypd
817,MET4,chr14,417196,+,-168,2.3106796116504853,Ypd
818,LEU4,chr14,417196,-,-537,2.3106796116504853,Ypd
819,REV1,chr15,974948,+,-984,2.308438409311348,Ypd
820,YOR289W,chr15,848539,+,846,2.3074684772065956,Ypd
821,RRP40,chr15,55378,+,-113,2.305043646944714,Ypd
822,RIB4,chr15,55378,-,-285,2.305043646944714,Ypd
823,CLG1,chr7,99600,+,-129,2.3390005151983515,Ypd
824,RRP36,chr15,846303,-,-114,2.289039767216295,Ypd
825,AIM29,chr11,584989,+,-125,2.3214829862874558,Ypd
826,SIS2,chr11,584989,-,-779,2.3214829862874558,Ypd
827,TDA1,chr13,828638,+,-783,2.2884241245136185,Ypd
828,HAS1,chr13,828638,-,-153,2.2884241245136185,Ypd
829,BUD31,chr3,241193,+,-270,2.377049180327869,Ypd
830,GDH2,chr4,74149,-,-308,2.344,Ypd
831,FHN1,chr7,777514,+,-591,2.313755795981453,Ypd
832,YGR130C,chr7,777514,-,-114,2.313755795981453,Ypd
833,ISA1,chr12,71953,+,-152,2.3227650727650726,Ypd
834,ARO8,chr7,134292,+,-164,2.3080886141164347,Ypd
835,BPH1,chr3,192747,+,102,2.183311716385646,Ypd
836,SPC98,chr14,376898,+,-100,2.260194174757282,Ypd
837,GPB1,chr15,1028650,-,-168,2.259941804073715,Ypd
838,TUB1,chr13,94079,-,-106,2.247081712062257,Ypd
839,REB1,chr2,326591,-,12,2.275932549821155,Ypd
840,SHR5,chr15,109544,+,453,2.2064758329422807,Ypd
841,ZEO1,chr15,109544,+,-624,2.2064758329422807,Ypd
842,MDY2,chr15,109544,-,-672,2.2064758329422807,Ypd
843,DBP6,chr14,685160,+,-109,2.233009708737864,Ypd
844,MRPS12,chr14,685160,-,-650,2.233009708737864,Ypd
845,RSM19,chr14,685160,-,-139,2.233009708737864,Ypd
846,ESL1,chr9,55242,-,-113,2.239685658153242,Ypd
847,FCF1,chr4,1130342,-,-395,2.2933333333333334,Ypd
848,PPN1,chr4,1341815,+,-102,2.256358087487284,Ypd
849,YHP1,chr4,1341815,-,-383,2.256358087487284,Ypd
850,NQM1,chr7,605404,-,-377,2.2668727460072127,Ypd
851,MNC1,chr2,340536,+,-338,2.3091707852828116,Ypd
852,IMP4,chr14,475168,+,-124,2.2223300970873785,Ypd
853,PAC1,chr15,820348,+,-289,2.2172647914645975,Ypd
854,HRK1,chr15,820348,-,-739,2.2172647914645975,Ypd
855,IDP2,chr12,464120,+,-317,2.273689782953944,Ypd
856,PRE1,chr5,178012,+,-664,2.1999043519846966,Ypd
857,MEH1,chr11,457312,+,-91,2.2244794311833416,Ypd
858,RSC4,chr11,457312,+,-842,2.2244794311833416,Ypd
859,MRPL13,chr11,457312,-,-98,2.2244794311833416,Ypd
860,RAD7,chr10,521725,+,-157,2.288752098489088,Ypd
861,COS111,chr2,615894,+,-809,2.2712795167490394,Ypd
862,SUI2,chr10,440820,+,-132,2.2312499999999997,Ypd
863,ALG11,chr14,527769,+,-98,2.181553398058252,Ypd
864,SFB2,chr14,527769,-,-138,2.181553398058252,Ypd
865,IRC8,chr10,322752,+,-228,2.266368214885283,Ypd
866,APC11,chr4,433987,+,840,2.2293333333333334,Ypd
867,RRN5,chr12,403046,+,382,2.219163578613023,Ypd
